Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:32:24,2021-05-11 19:32:25,1.007s,PASSED
"setText(findTestObject(""Object Repository/Notifications/Notifications/Page_Login - CAS  Central Authentication Service/input_U_username""), ""mohamedkassem"")",Chrome 90.0.4430.93,,,2021-05-11 19:32:25,2021-05-11 19:32:26,0.842s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:32:26,2021-05-11 19:32:27,1.013s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Notifications/Notifications/Page_Login - CAS  Central Authentication Service/input_P_password""), ""lsh4UT/KYs157Zjg3xgr3w=="")",Chrome 90.0.4430.93,,,2021-05-11 19:32:27,2021-05-11 19:32:27,0.600s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:32:27,2021-05-11 19:32:28,1.011s,PASSED
"click(findTestObject(""Object Repository/Notifications/Notifications/Page_Login - CAS  Central Authentication Service/input_Remember Me_submit""))",Chrome 90.0.4430.93,,,2021-05-11 19:32:28,2021-05-11 19:32:31,2.629s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:32:31,2021-05-11 19:32:32,1.008s,PASSED
"click(findTestObject(""Object Repository/Notifications/Notifications/Page_Dashboard/img_See all_icon""))",Chrome 90.0.4430.93,,,2021-05-11 19:32:32,2021-05-11 19:32:33,0.878s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:32:33,2021-05-11 19:32:34,1.010s,PASSED
"click(findTestObject(""Object Repository/Notifications/Notifications/Page_Dashboard/img_Notifications_icon""))",Chrome 90.0.4430.93,,,2021-05-11 19:32:34,2021-05-11 19:33:06,32.129s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:33:06,2021-05-11 19:33:07,1.010s,PASSED
closeBrowser(),Chrome 90.0.4430.93,,,2021-05-11 19:33:07,2021-05-11 19:33:08,0.848s,PASSED
,,,,,,,
Test Cases/GuestLogIn,Chrome 90.0.4430.93,,,2021-05-11 19:33:08,2021-05-11 19:34:05,57.052s,PASSED
"openBrowser("""")",Chrome 90.0.4430.93,,,2021-05-11 19:33:09,2021-05-11 19:33:10,1.670s,PASSED
"navigateToUrl(""https://sucourse.sabanciuniv.edu/plus/"")",Chrome 90.0.4430.93,,,2021-05-11 19:33:10,2021-05-11 19:33:14,3.963s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:33:14,2021-05-11 19:33:15,1.002s,PASSED
"click(findTestObject(""Object Repository/GuestLogIn/Page_SUCourse/a_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:33:15,2021-05-11 19:33:17,1.450s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:33:17,2021-05-11 19:33:18,1.007s,PASSED
"click(findTestObject(""Object Repository/GuestLogIn/Page_SUCourse Authentication choice/a_Guest users""))",Chrome 90.0.4430.93,,,2021-05-11 19:33:18,2021-05-11 19:33:19,1.140s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:33:19,2021-05-11 19:33:20,1.003s,PASSED
"click(findTestObject(""Object Repository/GuestLogIn/Page_SUCourse Log in to the site/input""))",Chrome 90.0.4430.93,,,2021-05-11 19:33:20,2021-05-11 19:33:22,2.602s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:33:22,2021-05-11 19:33:23,1.005s,PASSED
"click(findTestObject(""Object Repository/GuestLogIn/Page_SUCourse/button_invalidparameter_yui_3_17_2_1_162073_c0fa87""))",Chrome 90.0.4430.93,,,2021-05-11 19:33:23,2021-05-11 19:33:56,32.479s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:33:56,2021-05-11 19:33:57,1.011s,PASSED
"click(findTestObject(""Object Repository/GuestLogIn/Page_SUCourse/div_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:33:57,2021-05-11 19:33:58,1.420s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:33:58,2021-05-11 19:33:59,1.015s,PASSED
"click(findTestObject(""Object Repository/GuestLogIn/Page_SUCourse/a_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:33:59,2021-05-11 19:34:01,1.489s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:01,2021-05-11 19:34:02,1.005s,PASSED
"click(findTestObject(""Object Repository/GuestLogIn/Page_SUCourse Authentication choice/a_Guest users""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:02,2021-05-11 19:34:03,1.064s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:03,2021-05-11 19:34:04,1.017s,PASSED
closeBrowser(),Chrome 90.0.4430.93,,,2021-05-11 19:34:04,2021-05-11 19:34:05,0.923s,PASSED
,,,,,,,
Test Cases/PressingOnNavigationTab,Chrome 90.0.4430.93,,,2021-05-11 19:34:05,2021-05-11 19:34:27,22.352s,FAILED
"openBrowser("""")",Chrome 90.0.4430.93,,,2021-05-11 19:34:06,2021-05-11 19:34:07,1.665s,PASSED
"navigateToUrl(""https://sucourse.sabanciuniv.edu/plus/"")",Chrome 90.0.4430.93,,,2021-05-11 19:34:07,2021-05-11 19:34:11,3.651s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:11,2021-05-11 19:34:12,1.013s,PASSED
"click(findTestObject(""Object Repository/PressingOnNavigationTab/Page_SUCourse/a_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:12,2021-05-11 19:34:13,1.427s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:13,2021-05-11 19:34:14,1.012s,PASSED
"click(findTestObject(""Object Repository/PressingOnNavigationTab/Page_SUCourse Authentication choice/a_SUNet users (Sabanc University members)""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:14,2021-05-11 19:34:17,2.185s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:17,2021-05-11 19:34:18,1.016s,PASSED
"setText(findTestObject(""Object Repository/PressingOnNavigationTab/Page_Login - CAS  Central Authentication Service/input_U_username""), ""mohamedkassem"")",Chrome 90.0.4430.93,,,2021-05-11 19:34:18,2021-05-11 19:34:18,0.838s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:18,2021-05-11 19:34:19,1.008s,PASSED
"setEncryptedText(findTestObject(""Object Repository/PressingOnNavigationTab/Page_Login - CAS  Central Authentication Service/input_P_password""), ""lsh4UT/KYs157Zjg3xgr3w=="")",Chrome 90.0.4430.93,,,2021-05-11 19:34:19,2021-05-11 19:34:20,0.544s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:20,2021-05-11 19:34:21,1.006s,PASSED
"click(findTestObject(""Object Repository/PressingOnNavigationTab/Page_Login - CAS  Central Authentication Service/input_Remember Me_submit""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:21,2021-05-11 19:34:24,2.751s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:24,2021-05-11 19:34:25,1.003s,PASSED
"click(findTestObject(""Object Repository/PressingOnNavigationTab/Page_Dashboard/div_Courses_sidebar-btn""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:25,2021-05-11 19:34:26,0.727s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:26,2021-05-11 19:34:27,1.005s,PASSED
"click(findTestObject(""Object Repository/PressingOnNavigationTab/Page_Dashboard/p_Courses""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:27,2021-05-11 19:34:27,0.746s,FAILED
,,,,,,,
Test Cases/ELAEexamSigIn,Chrome 90.0.4430.93,,,2021-05-11 19:34:27,2021-05-11 19:34:45,17.714s,PASSED
"openBrowser("""")",Chrome 90.0.4430.93,,,2021-05-11 19:34:28,2021-05-11 19:34:31,3.139s,PASSED
"navigateToUrl(""https://sucourse.sabanciuniv.edu/plus/"")",Chrome 90.0.4430.93,,,2021-05-11 19:34:31,2021-05-11 19:34:36,5.126s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:36,2021-05-11 19:34:37,1.007s,PASSED
"click(findTestObject(""Object Repository/ELAEexamSignIn/Page_SUCourse/a_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:37,2021-05-11 19:34:38,1.048s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:38,2021-05-11 19:34:39,1.011s,PASSED
"click(findTestObject(""Object Repository/ELAEexamSignIn/Page_SUCourse Authentication choice/a_ELAE exam login""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:39,2021-05-11 19:34:40,1.110s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:40,2021-05-11 19:34:42,1.011s,PASSED
"click(findTestObject(""Object Repository/ELAEexamSignIn/Page_SUCourse Log in to the site/input_Username_username""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:42,2021-05-11 19:34:42,0.535s,PASSED
delay(2),Chrome 90.0.4430.93,,,2021-05-11 19:34:42,2021-05-11 19:34:44,2.006s,PASSED
closeBrowser(),Chrome 90.0.4430.93,,,2021-05-11 19:34:44,2021-05-11 19:34:45,0.937s,PASSED
,,,,,,,
Test Cases/SabanciUniversityLogo(FromHomepage),Chrome 90.0.4430.93,,,2021-05-11 19:34:45,2021-05-11 19:35:12,26.782s,PASSED
"openBrowser("""")",Chrome 90.0.4430.93,,,2021-05-11 19:34:46,2021-05-11 19:34:48,1.935s,PASSED
"navigateToUrl(""https://sucourse.sabanciuniv.edu/plus/"")",Chrome 90.0.4430.93,,,2021-05-11 19:34:48,2021-05-11 19:34:52,3.986s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:52,2021-05-11 19:34:53,1.002s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromHomepage)/Page_SUCourse/a_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:53,2021-05-11 19:34:54,0.987s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:54,2021-05-11 19:34:55,1.015s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromHomepage)/Page_SUCourse Authentication choice/a_SUNet users (Sabanc University members)""))",Chrome 90.0.4430.93,,,2021-05-11 19:34:55,2021-05-11 19:34:57,2.263s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:57,2021-05-11 19:34:58,1.007s,PASSED
"setText(findTestObject(""Object Repository/SabanciUniversityLogo(FromHomepage)/Page_Login - CAS  Central Authentication Service/input_U_username""), ""mohamedkassem"")",Chrome 90.0.4430.93,,,2021-05-11 19:34:58,2021-05-11 19:34:59,0.835s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:34:59,2021-05-11 19:35:00,1.017s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SabanciUniversityLogo(FromHomepage)/Page_Login - CAS  Central Authentication Service/input_P_password""), ""lsh4UT/KYs157Zjg3xgr3w=="")",Chrome 90.0.4430.93,,,2021-05-11 19:35:00,2021-05-11 19:35:00,0.611s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:00,2021-05-11 19:35:01,1.005s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromHomepage)/Page_Login - CAS  Central Authentication Service/input_Remember Me_submit""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:01,2021-05-11 19:35:04,2.769s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:04,2021-05-11 19:35:05,1.013s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromHomepage)/Page_Dashboard/div_Courses_sidebar-btn""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:05,2021-05-11 19:35:06,0.838s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:06,2021-05-11 19:35:07,1.008s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromHomepage)/Page_Dashboard/img_Courses_img-responsive""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:07,2021-05-11 19:35:09,1.653s,PASSED
delay(2),Chrome 90.0.4430.93,,,2021-05-11 19:35:09,2021-05-11 19:35:11,2.003s,PASSED
closeBrowser(),Chrome 90.0.4430.93,,,2021-05-11 19:35:11,2021-05-11 19:35:12,1.113s,PASSED
,,,,,,,
Test Cases/SabanciUniversityLogo(FromCS439page),Chrome 90.0.4430.93,,,2021-05-11 19:35:12,2021-05-11 19:35:40,28.017s,PASSED
"openBrowser("""")",Chrome 90.0.4430.93,,,2021-05-11 19:35:12,2021-05-11 19:35:15,2.080s,PASSED
"navigateToUrl(""https://sucourse.sabanciuniv.edu/plus/"")",Chrome 90.0.4430.93,,,2021-05-11 19:35:15,2021-05-11 19:35:18,3.789s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:18,2021-05-11 19:35:19,1.013s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromCS439page)/Page_SUCourse/a_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:19,2021-05-11 19:35:20,1.122s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:20,2021-05-11 19:35:21,1.006s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromCS439page)/Page_SUCourse Authentication choice/a_SUNet users (Sabanc University members)""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:21,2021-05-11 19:35:24,2.514s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:24,2021-05-11 19:35:25,1.011s,PASSED
"setText(findTestObject(""Object Repository/SabanciUniversityLogo(FromCS439page)/Page_Login - CAS  Central Authentication Service/input_U_username""), ""mohamedkassem"")",Chrome 90.0.4430.93,,,2021-05-11 19:35:25,2021-05-11 19:35:26,0.791s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:26,2021-05-11 19:35:27,1.011s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SabanciUniversityLogo(FromCS439page)/Page_Login - CAS  Central Authentication Service/input_P_password""), ""lsh4UT/KYs157Zjg3xgr3w=="")",Chrome 90.0.4430.93,,,2021-05-11 19:35:27,2021-05-11 19:35:27,0.564s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:27,2021-05-11 19:35:28,1.015s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromCS439page)/Page_Login - CAS  Central Authentication Service/input_Remember Me_submit""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:28,2021-05-11 19:35:31,2.773s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:31,2021-05-11 19:35:32,1.006s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromCS439page)/Page_Dashboard/a_CS439-202002""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:32,2021-05-11 19:35:34,1.886s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:34,2021-05-11 19:35:35,1.006s,PASSED
"click(findTestObject(""Object Repository/SabanciUniversityLogo(FromCS439page)/Page_Course CS439-202002/img_Advanced search_img-responsive""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:35,2021-05-11 19:35:37,1.636s,PASSED
delay(2),Chrome 90.0.4430.93,,,2021-05-11 19:35:37,2021-05-11 19:35:39,2.011s,PASSED
closeBrowser(),Chrome 90.0.4430.93,,,2021-05-11 19:35:39,2021-05-11 19:35:40,1.077s,PASSED
,,,,,,,
Test Cases/TimelineTab(Dashboard),Chrome 90.0.4430.93,,,2021-05-11 19:35:40,2021-05-11 19:36:05,25.236s,PASSED
"openBrowser("""")",Chrome 90.0.4430.93,,,2021-05-11 19:35:41,2021-05-11 19:35:43,2.048s,PASSED
"navigateToUrl(""https://sucourse.sabanciuniv.edu/plus/"")",Chrome 90.0.4430.93,,,2021-05-11 19:35:43,2021-05-11 19:35:46,3.731s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:46,2021-05-11 19:35:47,1.006s,PASSED
"click(findTestObject(""Object Repository/TimelineTab(Dashboard)/Page_SUCourse/a_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:47,2021-05-11 19:35:48,1.064s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:48,2021-05-11 19:35:49,1.013s,PASSED
"click(findTestObject(""Object Repository/TimelineTab(Dashboard)/Page_SUCourse Authentication choice/a_SUNet users (Sabanc University members)""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:49,2021-05-11 19:35:52,2.260s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:52,2021-05-11 19:35:53,1.013s,PASSED
"setText(findTestObject(""Object Repository/TimelineTab(Dashboard)/Page_Login - CAS  Central Authentication Service/input_U_username""), ""mohamedkassem"")",Chrome 90.0.4430.93,,,2021-05-11 19:35:53,2021-05-11 19:35:54,0.887s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:54,2021-05-11 19:35:55,1.007s,PASSED
"setEncryptedText(findTestObject(""Object Repository/TimelineTab(Dashboard)/Page_Login - CAS  Central Authentication Service/input_P_password""), ""lsh4UT/KYs157Zjg3xgr3w=="")",Chrome 90.0.4430.93,,,2021-05-11 19:35:55,2021-05-11 19:35:55,0.612s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:55,2021-05-11 19:35:56,1.009s,PASSED
"click(findTestObject(""Object Repository/TimelineTab(Dashboard)/Page_Login - CAS  Central Authentication Service/input_P_rememberMe""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:56,2021-05-11 19:35:57,0.523s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:35:57,2021-05-11 19:35:58,1.014s,PASSED
"click(findTestObject(""Object Repository/TimelineTab(Dashboard)/Page_Login - CAS  Central Authentication Service/input_Remember Me_submit""))",Chrome 90.0.4430.93,,,2021-05-11 19:35:58,2021-05-11 19:36:00,2.581s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:36:00,2021-05-11 19:36:01,1.012s,PASSED
"click(findTestObject(""Object Repository/TimelineTab(Dashboard)/Page_Dashboard/a_Timeline""))",Chrome 90.0.4430.93,,,2021-05-11 19:36:01,2021-05-11 19:36:02,0.723s,PASSED
delay(2),Chrome 90.0.4430.93,,,2021-05-11 19:36:02,2021-05-11 19:36:04,2.008s,PASSED
closeBrowser(),Chrome 90.0.4430.93,,,2021-05-11 19:36:04,2021-05-11 19:36:05,1.000s,PASSED
,,,,,,,
Test Cases/CS439announcments,Chrome 90.0.4430.93,,,2021-05-11 19:36:05,2021-05-11 19:36:26,21.249s,FAILED
"openBrowser("""")",Chrome 90.0.4430.93,,,2021-05-11 19:36:06,2021-05-11 19:36:08,2.050s,PASSED
"navigateToUrl(""https://sucourse.sabanciuniv.edu/plus/"")",Chrome 90.0.4430.93,,,2021-05-11 19:36:08,2021-05-11 19:36:11,3.519s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:36:11,2021-05-11 19:36:12,1.012s,PASSED
"click(findTestObject(""Object Repository/CS439announcments/Page_SUCourse/a_Login""))",Chrome 90.0.4430.93,,,2021-05-11 19:36:12,2021-05-11 19:36:14,1.253s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:36:14,2021-05-11 19:36:15,1.012s,PASSED
"click(findTestObject(""Object Repository/CS439announcments/Page_SUCourse Authentication choice/a_SUNet users (Sabanc University members)""))",Chrome 90.0.4430.93,,,2021-05-11 19:36:15,2021-05-11 19:36:17,2.150s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:36:17,2021-05-11 19:36:18,1.001s,PASSED
"setText(findTestObject(""Object Repository/CS439announcments/Page_Login - CAS  Central Authentication Service/input_U_username""), ""mohamedkassem"")",Chrome 90.0.4430.93,,,2021-05-11 19:36:18,2021-05-11 19:36:19,0.845s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:36:19,2021-05-11 19:36:20,1.015s,PASSED
"setEncryptedText(findTestObject(""Object Repository/CS439announcments/Page_Login - CAS  Central Authentication Service/input_P_password""), ""lsh4UT/KYs157Zjg3xgr3w=="")",Chrome 90.0.4430.93,,,2021-05-11 19:36:20,2021-05-11 19:36:20,0.619s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:36:20,2021-05-11 19:36:21,1.013s,PASSED
"click(findTestObject(""Object Repository/CS439announcments/Page_Login - CAS  Central Authentication Service/input_Remember Me_submit""))",Chrome 90.0.4430.93,,,2021-05-11 19:36:21,2021-05-11 19:36:24,2.821s,PASSED
delay(1),Chrome 90.0.4430.93,,,2021-05-11 19:36:24,2021-05-11 19:36:25,1.013s,PASSED
"click(findTestObject(""Object Repository/CS439announcments/Page_Dashboard/a_CS439-202002""))",Chrome 90.0.4430.93,,,2021-05-11 19:36:25,2021-05-11 19:36:26,1.127s,FAILED
